wn_calc,gA_calc,upper_lev_id,lower_lev_id
22.4779,18410000,307,16
25.8518,15520000,307,8
27.2609,18690000,305,5
25.8341,28970000,306,8
27.7657,18890000,306,4
26.5396,15980000,304,6
25.8135,14480000,304,8
27.2504,11880000,304,5
29.9113,22780000,309,1
25.3757,254900000,308,9
26.65,110000000,308,6
25.9239,65410000,308,8
18.1608,17500000,308,46
16.157,14320000,308,58
15.9375,14050000,308,60
30.4248,119800000,311,0
29.9458,34830000,313,1
28.8145,29170000,313,3
26.0351,186100000,316,8
17.6172,59700000,316,51
27.472,53880000,316,5
26.7612,37640000,316,6
15.52,11720000,316,62
29.0677,10430000,316,2
27.9667,10130000,316,4
27.4024,39080000,312,5
25.4757,67410000,315,9
24.5579,14890000,315,11
29.98,88160000,314,1
25.9422,222100000,310,8
27.8738,37560000,310,4
15.4271,11600000,310,62
30.1118,60880000,320,1
28.9805,17570000,320,3
26.0773,360500000,318,8
16.8752,27070000,318,56
15.9413,11810000,318,61
27.5142,11760000,318,5
25.5086,107000000,317,9
20.0704,71660000,317,31
30.5671,73440000,319,0
29.0348,56840000,322,3
30.1661,13790000,322,1
27.7381,107800000,324,5
26.3012,61070000,324,8
16.1652,13550000,324,61
28.1181,117300000,321,4
26.1865,62720000,321,8
26.9126,50480000,321,6
29.2191,17450000,321,2
21.6643,14590000,321,21
20.3418,11310000,321,29
25.6745,637000000,323,9
26.9488,228100000,323,6
18.4596,39950000,323,46
16.2363,33900000,323,60
18.2752,23870000,323,48
17.4574,17540000,323,53
20.5599,16790000,323,27
24.8848,797100000,328,11
25.8026,705500000,328,9
15.1835,110300000,328,64
19.5072,44310000,328,36
18.4033,41020000,328,48
16.3644,28350000,328,60
14.3387,22790000,328,70
14.5353,16670000,328,67
29.1517,22450000,325,3
30.283,19380000,325,1
26.4794,94760000,333,8
25.0134,11910000,333,11
27.7493,11900000,326,5
27.8156,48540000,329,5
30.8635,14890000,331,0
30.3638,32590000,330,1
29.4778,12400000,332,2
26.3337,186700000,327,8
28.2653,21770000,327,4
14.9101,14560000,327,66
24.8677,11960000,327,11
27.9498,51590000,335,5
26.4956,27110000,334,8
27.9325,17600000,334,5
29.5878,32960000,337,2
25.9722,19750000,336,9
25.0544,13980000,336,11
28.0226,42850000,338,5
30.5752,74500000,340,1
31.0732,12910000,340,0
26.5965,92910000,339,8
27.3226,18060000,339,6
29.8014,105600000,344,2
29.6086,14840000,344,3
30.7132,65240000,342,1
26.7223,527200000,341,8
25.2563,62670000,341,11
15.2987,43460000,341,66
16.2072,26540000,341,62
27.4484,13660000,341,6
26.838,129200000,345,8
23.787,11290000,346,15
31.3086,10040000,346,0
25.2963,90900000,343,11
26.8761,34050000,347,8
26.9602,237000000,348,8
17.7581,17190000,348,56
30.0362,63130000,351,2
28.4405,47410000,351,5
29.8434,15490000,351,3
25.5053,187900000,349,11
27.6974,13190000,349,6
14.4882,11780000,349,72
28.9029,11520000,349,4
26.9713,10970000,349,8
29.8352,12880000,350,3
27.0701,21470000,353,8
29.8872,46680000,352,3
27.118,35020000,355,8
30.1429,46530000,354,2
25.7372,176400000,356,11
26.655,80580000,356,9
22.5496,56800000,356,22
16.0359,20710000,356,64
21.5404,16310000,356,27
15.1911,10990000,356,70
30.3215,109600000,358,2
31.26,27030000,358,1
25.7583,44840000,357,11
29.1559,11170000,357,4
27.2243,10540000,357,8
27.3169,13700000,359,8
28.7538,11190000,359,5
26.7892,79940000,361,9
25.8714,77690000,361,11
20.4938,22020000,361,36
22.6838,18820000,361,22
28.7597,17350000,360,5
30.2107,55910000,363,3
23.4338,11770000,363,18
25.935,30100000,365,11
28.0878,260200000,362,6
27.3617,37900000,362,8
26.8135,29830000,362,9
21.6989,21600000,362,27
20.4895,16720000,362,38
25.8957,16000000,362,11
29.2933,12670000,362,4
30.2303,31730000,364,3
29.3894,35010000,368,4
27.4578,12240000,368,8
25.982,96830000,367,11
27.448,36810000,367,8
30.2583,33970000,366,3
30.4511,18650000,366,2
28.8554,12440000,366,5
28.9168,11380000,369,5
30.3197,10800000,369,3
30.3629,26880000,370,3
23.586,11500000,370,18
26.1382,195900000,372,11
17.8373,90310000,372,58
27.6042,84710000,372,8
28.3303,54900000,372,6
15.1211,12260000,372,72
26.1806,193800000,374,11
17.0222,14450000,374,63
31.5871,28680000,373,1
29.607,50680000,376,4
27.6754,26520000,376,8
29.1123,10420000,376,5
29.1104,53640000,375,5
30.7061,27490000,375,2
30.5133,13730000,375,3
30.7695,82160000,377,2
31.708,16240000,377,1
30.6001,36220000,379,3
20.6338,11690000,371,39
26.2803,206800000,378,11
28.4724,29570000,378,6
27.1981,14390000,378,9
15.2632,14310000,378,72
22.0835,12870000,378,27
29.6779,12750000,378,4
29.2408,36630000,380,5
30.6437,10990000,380,3
27.8168,68730000,381,8
26.3508,20890000,381,11
29.8066,74220000,382,4
29.3119,26140000,382,5
30.9076,11900000,382,2
29.3226,11400000,383,5
20.7543,34060000,385,40
30.7362,16630000,385,3
30.7785,36330000,387,3
27.8959,27280000,384,8
26.4299,17470000,384,11
29.8275,17340000,384,4
28.622,17040000,384,6
26.4328,41750000,386,11
28.6249,20270000,386,6
29.9185,45930000,389,4
29.4238,15260000,389,5
26.506,1033000000,388,11
15.4889,75820000,388,72
15.9599,38050000,388,70
16.1565,25790000,388,67
27.4238,25600000,388,9
18.1819,17560000,388,59
22.3092,15240000,388,27
16.5484,14170000,388,66
31.0632,27450000,391,2
29.4675,17700000,391,5
29.9292,84580000,390,4
31.0302,10130000,390,2
26.6635,675700000,393,11
17.5051,49260000,393,63
18.3394,19980000,393,59
16.7059,15630000,393,66
31.1463,21030000,392,2
30.9702,19630000,394,3
20.5364,10440000,394,44
30.0928,27490000,395,4
28.1612,10290000,395,8
29.757,26130000,399,5
31.3527,13380000,399,2
31.0312,18600000,396,3
30.2056,81900000,397,4
28.274,68290000,397,8
26.8223,21130000,398,11
27.0467,207900000,403,11
16.0296,23450000,403,72
27.9645,13250000,403,9
16.5006,10640000,403,70
31.535,19180000,402,2
23.6313,15420000,402,24
